iter	RMSE
363	4.279231701
364	4.274503403
365	4.272024939
366	4.267513523
367	4.267185054
368	4.262728789
369	4.258561396
370	4.25700065
371	4.254448859
372	4.251440582
373	4.249418489
374	4.245948833
375	4.243380094
376	4.242000227
377	4.239158077
378	4.237574545
379	4.232347417
380	4.230073436
381	4.226497975
382	4.223094567
383	4.222016834
384	4.219557409
385	4.216455267
386	4.214178065
387	4.210520849
388	4.209113852
389	4.204793324
390	4.202509804
391	4.199426556
392	4.195949669
393	4.193459444
394	4.191495338
395	4.190414146
396	4.187529061
397	4.185318064
398	4.181785637
399	4.178964175
400	4.178090565
401	4.17631441
402	4.170420233
403	4.164132667
404	4.160750366
405	4.160420053
406	4.159069473
407	4.157624133
408	4.157476253
409	4.157351869
410	4.155321828
411	4.153560641
412	4.152765774
413	4.147938803
414	4.14520952
415	4.142655378
416	4.138020518
417	4.13536326
418	4.130399605
419	4.126032391
420	4.119975063
421	4.114951101
422	4.114840447
423	4.1100935
424	4.107679584
425	4.106818584
426	4.104370961
427	4.100375987
428	4.097895508
429	4.095880094
430	4.095040366
431	4.091102251
432	4.088956749
433	4.084858412
434	4.084103234
435	4.081900836
436	4.081792734
437	4.07922951
438	4.07672789
439	4.07251278
440	4.070519406
441	4.068010159
442	4.06606842
443	4.064348839
444	4.061788122
445	4.061675216
446	4.058878665
447	4.058432909
448	4.055569799
449	4.052995261
450	4.04867569
451	4.04694914
452	4.043521748
453	4.04136067
454	4.038792342
455	4.034528714
456	4.031944271
457	4.031733103
458	4.031163583
459	4.028646967
460	4.026150419
461	4.022908709
462	4.022392378
463	4.0205638
464	4.01869359
465	4.01493696
466	4.013500353
467	4.011831669
468	4.009474008
469	4.007580333
470	4.003729122
471	4.000201538
472	3.994517833
473	3.992829942
474	3.991794995
475	3.989032052
476	3.986408218
477	3.986059513
478	3.984490977
479	3.984326808
480	3.98214087
481	3.981486556
482	3.978719952
483	3.978622871
484	3.976652637
485	3.974451558
486	3.971661219
487	3.968061653
488	3.963561471
489	3.963228855
490	3.961278908
491	3.960137736
492	3.957002204
493	3.951970015
494	3.948687426
495	3.947400139
496	3.94725429
497	3.94625316
498	3.944338369
499	3.943624453
500	3.941646008
501	3.94036248
502	3.93631511
503	3.934602276
504	3.934542341
505	3.930243317
506	3.928045702
507	3.926081799
508	3.924559443
509	3.921650343
510	3.921344511
511	3.916836442
512	3.914957836
513	3.914630274
514	3.913104361
515	3.909048486
516	3.907066679
517	3.904937613
518	3.904620048
519	3.901580402
520	3.899268323
521	3.897740492
522	3.893779039
523	3.890427118
524	3.890307413
525	3.890131986
526	3.889798547
527	3.888946011
528	3.886246112
529	3.885156159
530	3.884170186
531	3.87980097
532	3.877803417
533	3.876903464
534	3.875091197
535	3.872667109
536	3.872592005
537	3.871009877
538	3.869701024
539	3.866014068
540	3.863064509
541	3.86176421
542	3.859763628
543	3.856263729
544	3.855982176
545	3.854884345
546	3.85215186
547	3.850264471
548	3.847761107
549	3.845994576
550	3.842951702
551	3.841378847
552	3.840016504
553	3.838345554
554	3.834889582
555	3.833363247
556	3.827782208
557	3.826333621
558	3.823315586
559	3.822164652
560	3.81810914
561	3.816706952
562	3.816382173
563	3.814310775
564	3.813036433
565	3.809720819
566	3.809311233
567	3.805998559
568	3.801501108
569	3.797606401
570	3.7952919
571	3.795229051
572	3.794302549
573	3.792300633
574	3.787547039
575	3.78563618
576	3.784242921
577	3.779921094
578	3.778867374
579	3.775545619
580	3.771698945
581	3.770562737
582	3.767564077
583	3.765293188
584	3.763513018
585	3.762165173
586	3.760166349
587	3.758840514
588	3.758237759
589	3.756634998
590	3.753726644
591	3.752069661
592	3.750237096
593	3.748999806
594	3.747789374
595	3.747685979
596	3.744499377
597	3.741597468
598	3.739664885
599	3.738331991
600	3.733070888
601	3.730138263
602	3.725724565
603	3.721931055
604	3.719457204
605	3.715833041
606	3.713920504
607	3.71186498
608	3.710516648
609	3.706243943
610	3.703922641
611	3.70333893
612	3.701193033
613	3.699690913
614	3.699177057
615	3.697048724
616	3.695493859
617	3.694668896
618	3.691180057
619	3.689525455
620	3.685547278
621	3.682615632
622	3.68060594
623	3.680547742
624	3.678081454
625	3.678021322
626	3.675806414
627	3.674061108
628	3.673952159
629	3.671366343
630	3.669551834
631	3.6662556
632	3.663876051
633	3.662090059
634	3.660559006
635	3.656315598
636	3.65570304
637	3.65332502
638	3.649841552
639	3.648404995
640	3.646595186
641	3.646501076
642	3.645440483
643	3.641873643
644	3.640623912
645	3.640107148
646	3.634442646
647	3.63406388
648	3.631732982
649	3.630983983
650	3.629548997
651	3.628427284
652	3.626198255
653	3.622967154
654	3.622592814
655	3.61841593
656	3.61541954
657	3.611984193
658	3.609531117
659	3.606857181
660	3.606643103
661	3.605191831
662	3.602763022
663	3.60095643
664	3.599052342
665	3.59690258
666	3.594903865
667	3.593296427
668	3.59299594
669	3.589778826
670	3.58823477
671	3.586265219
672	3.582738117
673	3.576915817
674	3.573754414
675	3.573708457
676	3.572904905
677	3.570180466
678	3.567868154
679	3.563683302
680	3.56282923
681	3.558929027
682	3.558038477
683	3.555687888
684	3.550966615
685	3.54819144
686	3.546921244
687	3.544659148
688	3.543619001
689	3.540817349
690	3.539339789
691	3.537000835
692	3.534259094
693	3.531055827
694	3.527454273
695	3.525790341
696	3.524818299
697	3.522759617
698	3.519096903
699	3.517243757
700	3.516110033
701	3.514566039
702	3.511049651
703	3.509159091
704	3.505920441
705	3.502378803
706	3.499721447
707	3.497853579
708	3.495832749
709	3.494036728
710	3.492095691
711	3.491194026
712	3.489585541
713	3.486345802
714	3.486177756
715	3.484940391
716	3.482186386
717	3.481714405
718	3.480437725
719	3.478831167
720	3.476713147
721	3.4742028
722	3.473569126
723	3.473138739
724	3.469737445
725	3.466060177
726	3.465085961
727	3.462631621
728	3.461626398
729	3.460306514
730	3.456329294
731	3.454135475
732	3.452497626
733	3.451993127
734	3.450509837
735	3.450236187
736	3.449814642
737	3.448476425
738	3.447568962
739	3.444499579
740	3.442561725
741	3.440493878
742	3.440319209
743	3.438064524
744	3.434760216
745	3.433954392
746	3.430411931
747	3.429789363
748	3.428661489
749	3.42580225
750	3.424287355
751	3.420629498
752	3.420162365
753	3.41813179
754	3.416964004
755	3.41604845
756	3.414075936
757	3.413171437
758	3.412469111
759	3.410511858
760	3.410420986
761	3.408632228
762	3.407817451
763	3.406154318
764	3.404656516
765	3.40328975
766	3.401457693
767	3.399657187
768	3.394334008
769	3.392650945
770	3.390122395
771	3.388834125
772	3.386289025
773	3.385654045
774	3.384316285
775	3.380130729
776	3.37793838
777	3.375822626
778	3.372145669
779	3.371105013
780	3.371033853
781	3.369988396
782	3.369354818
783	3.366672891
784	3.365168364
785	3.36092387
786	3.358972846
787	3.357295997
788	3.354379563
789	3.351859722
790	3.349547734
791	3.348540786
792	3.348495116
793	3.346438869
794	3.343436223
795	3.339808599
796	3.338340798
797	3.334625862
798	3.333955275
799	3.332267114
800	3.330045636
801	3.327571255
802	3.32698985
803	3.325708315
804	3.32423243
805	3.321551061
806	3.318277708
807	3.317111451
808	3.315658568
809	3.315563481
810	3.313803936
811	3.312214265
812	3.311655223
813	3.310021733
814	3.309701859
815	3.308932017
816	3.306668164
817	3.304262766
818	3.30372292
819	3.303254386
820	3.301865182
821	3.301810036
822	3.301351301
823	3.301267235
824	3.300374479
825	3.298351813
826	3.297822311
827	3.296711103
828	3.296594199
829	3.294807738
830	3.291651705
831	3.290054902
832	3.287774229
833	3.286981064
834	3.285762984
835	3.285341121
836	3.283330216
837	3.280457971
838	3.279230934
839	3.276358006
840	3.274500763
841	3.271460419
842	3.27100743
843	3.270383423
844	3.268817245
845	3.268370908
846	3.266248149
847	3.263804089
848	3.261124371
849	3.2567831
850	3.254445252
851	3.254317452
852	3.253002764
853	3.250302569
854	3.24910524
855	3.247111616
856	3.244073076
857	3.24345872
858	3.24266237
859	3.240942907
860	3.240211661
861	3.239427126
862	3.236666465
863	3.234957343
864	3.233072318
865	3.230204318
866	3.230163231
867	3.228878345
868	3.227289307
869	3.226858903
870	3.225596625
871	3.222765991
872	3.220006776
873	3.219966528
874	3.218741468
875	3.213638287
876	3.213488448
877	3.212593878
878	3.20929365
879	3.206003053
880	3.205044266
881	3.202278816
882	3.200275088
883	3.197900179
884	3.196205849
885	3.195626859
886	3.195589884
887	3.195037181
888	3.192532576
889	3.19058562
890	3.187728984
891	3.186631385
892	3.184256539
893	3.180756574
894	3.178229164
895	3.177395653
896	3.175475521
897	3.172533035
898	3.168860885
899	3.166990774
900	3.166046312
901	3.164433554
902	3.162456083
903	3.16098365
904	3.160172827
905	3.159557534
906	3.159363575
907	3.15790476
908	3.1548245
909	3.153515325
910	3.152122694
911	3.149940993
912	3.149727612
913	3.14830969
914	3.147217161
915	3.145890836
916	3.144169602
917	3.141548155
918	3.141196479
919	3.13928819
920	3.138168895
921	3.134654307
922	3.133768022
923	3.131060622
924	3.129742397
925	3.127432926
926	3.126910565
927	3.126474176
928	3.122823096
929	3.12141328
930	3.11979815
931	3.117591837
932	3.114985671
933	3.112022674
934	3.110041138
935	3.109206932
936	3.108111084
937	3.106653649
938	3.10599983
939	3.103246434
940	3.101223095
941	3.100845507
942	3.100160528
943	3.098578564
944	3.094751532
945	3.094333587
946	3.093468703
947	3.092942759
948	3.091442101
949	3.089625154
950	3.087417558
951	3.086496312
952	3.084056058
953	3.083039303
954	3.081281656
955	3.079549145
956	3.079091196
957	3.078285499
958	3.077334731
959	3.074251412
960	3.071242067
961	3.069540561
962	3.068921756
963	3.068262363
964	3.067837709
965	3.066616962
966	3.065412006
967	3.064027079
968	3.063485279
969	3.06068923
970	3.057747669
971	3.057001412
972	3.051461742
973	3.049536062
974	3.048716017
975	3.047312078
976	3.043807314
977	3.042257357
978	3.039790512
979	3.039147867
980	3.036853299
981	3.036438365
982	3.034348271
983	3.033515542
984	3.030884291
985	3.028762499
986	3.027566166
987	3.023692864
988	3.02028097
989	3.018910834
990	3.017513936
991	3.01608842
992	3.015115073
993	3.014514157
994	3.012101041
995	3.010406607
996	3.009006674
997	3.007705109
998	3.006062499
999	3.005679057
